rel	query_id	entity	cc_sum	cc_avg
0	SemSearch_LS-1	E11478	18	0.782608695652174
0	SemSearch_LS-1	E10970	1	0.043478260869565216
0	SemSearch_LS-1	E754	0	0.0
2	SemSearch_LS-1	E963	22	0.9565217391304348
0	SemSearch_LS-1	E12064	0	0.0
0	SemSearch_LS-1	E5817	4	0.17391304347826086
0	SemSearch_LS-1	E8900	22	0.9565217391304348
0	SemSearch_LS-1	E14972	7	0.30434782608695654
0	SemSearch_LS-1	E10385	0	0.0
0	SemSearch_LS-1	E4264	10	0.43478260869565216
0	SemSearch_LS-1	E2185	0	0.0
0	SemSearch_LS-1	E8770	12	0.5217391304347826
0	SemSearch_LS-1	E3464	1	0.043478260869565216
0	SemSearch_LS-1	E10369	0	0.0
0	SemSearch_LS-1	E14725	23	1.0
0	SemSearch_LS-1	E1394	2	0.08695652173913043
0	SemSearch_LS-1	E3630	14	0.6086956521739131
0	SemSearch_LS-1	E5960	6	0.2608695652173913
0	SemSearch_LS-1	E8260	0	0.0
0	SemSearch_LS-1	E5391	1	0.043478260869565216
0	SemSearch_LS-1	E6053	0	0.0
0	SemSearch_LS-1	E13814	0	0.0
0	SemSearch_LS-1	E13557	1	0.043478260869565216
0	SemSearch_LS-1	E6332	2	0.08695652173913043
0	SemSearch_LS-1	E7610	16	0.6956521739130435
0	SemSearch_LS-1	E427	2	0.08695652173913043
2	SemSearch_LS-1	E5364	23	1.0
0	SemSearch_LS-1	E5883	0	0.0
2	SemSearch_LS-1	E8465	25	1.0869565217391304
2	SemSearch_LS-1	E4657	22	0.9565217391304348
0	SemSearch_LS-1	E8817	16	0.6956521739130435
0	SemSearch_LS-1	E14022	2	0.08695652173913043
0	SemSearch_LS-1	E12680	9	0.391304347826087
0	SemSearch_LS-1	E14548	2	0.08695652173913043
0	SemSearch_LS-1	E5746	0	0.0
0	SemSearch_LS-1	E1780	0	0.0
0	SemSearch_LS-1	E12563	2	0.08695652173913043
0	SemSearch_LS-1	E9779	7	0.30434782608695654
0	SemSearch_LS-1	E12620	0	0.0
0	SemSearch_LS-1	E14577	0	0.0
0	SemSearch_LS-1	E12070	0	0.0
0	SemSearch_LS-1	E12440	18	0.782608695652174
0	SemSearch_LS-1	E15245	0	0.0
0	SemSearch_LS-1	E4769	0	0.0
0	SemSearch_LS-1	E6187	1	0.043478260869565216
0	SemSearch_LS-1	E8914	0	0.0
0	SemSearch_LS-1	E14781	3	0.13043478260869565
0	SemSearch_LS-1	E11119	1	0.043478260869565216
0	SemSearch_LS-1	E8532	24	1.0434782608695652
0	SemSearch_LS-1	E11179	1	0.043478260869565216
0	SemSearch_LS-1	E970	25	1.0869565217391304
0	SemSearch_LS-1	E1918	3	0.13043478260869565
0	SemSearch_LS-1	E4781	21	0.9130434782608695
0	SemSearch_LS-1	E11208	6	0.2608695652173913
0	SemSearch_LS-1	E13134	0	0.0
0	SemSearch_LS-1	E13982	0	0.0
0	SemSearch_LS-1	E8033	5	0.21739130434782608
0	SemSearch_LS-1	E8515	13	0.5652173913043478
0	SemSearch_LS-1	E7684	0	0.0
2	SemSearch_LS-1	E13766	26	1.1304347826086956
0	SemSearch_LS-1	E13443	0	0.0
0	SemSearch_LS-1	E11276	0	0.0
0	SemSearch_LS-1	E10568	0	0.0
