rel	query_id	entity	cc_sum	cc_avg
0	SemSearch_LS-1	E11478	25	0.8064516129032258
0	SemSearch_LS-1	E10970	2	0.06451612903225806
0	SemSearch_LS-1	E754	0	0.0
2	SemSearch_LS-1	E963	27	0.8709677419354839
0	SemSearch_LS-1	E12064	0	0.0
0	SemSearch_LS-1	E5817	7	0.22580645161290322
0	SemSearch_LS-1	E8900	28	0.9032258064516129
0	SemSearch_LS-1	E14972	11	0.3548387096774194
0	SemSearch_LS-1	E10385	1	0.03225806451612903
0	SemSearch_LS-1	E4264	13	0.41935483870967744
0	SemSearch_LS-1	E2185	0	0.0
0	SemSearch_LS-1	E8770	19	0.6129032258064516
0	SemSearch_LS-1	E3464	2	0.06451612903225806
0	SemSearch_LS-1	E10369	0	0.0
0	SemSearch_LS-1	E14725	27	0.8709677419354839
0	SemSearch_LS-1	E1394	3	0.0967741935483871
0	SemSearch_LS-1	E3630	19	0.6129032258064516
0	SemSearch_LS-1	E5960	12	0.3870967741935484
0	SemSearch_LS-1	E8260	0	0.0
0	SemSearch_LS-1	E5391	2	0.06451612903225806
0	SemSearch_LS-1	E6053	0	0.0
0	SemSearch_LS-1	E13814	0	0.0
0	SemSearch_LS-1	E13557	2	0.06451612903225806
0	SemSearch_LS-1	E6332	2	0.06451612903225806
0	SemSearch_LS-1	E7610	23	0.7419354838709677
0	SemSearch_LS-1	E427	2	0.06451612903225806
2	SemSearch_LS-1	E5364	31	1.0
0	SemSearch_LS-1	E5883	1	0.03225806451612903
2	SemSearch_LS-1	E8465	31	1.0
2	SemSearch_LS-1	E4657	30	0.967741935483871
0	SemSearch_LS-1	E8817	22	0.7096774193548387
0	SemSearch_LS-1	E14022	6	0.1935483870967742
0	SemSearch_LS-1	E12680	13	0.41935483870967744
0	SemSearch_LS-1	E14548	3	0.0967741935483871
0	SemSearch_LS-1	E5746	0	0.0
0	SemSearch_LS-1	E1780	0	0.0
0	SemSearch_LS-1	E12563	5	0.16129032258064516
0	SemSearch_LS-1	E9779	10	0.3225806451612903
0	SemSearch_LS-1	E12620	0	0.0
0	SemSearch_LS-1	E14577	0	0.0
0	SemSearch_LS-1	E12070	0	0.0
0	SemSearch_LS-1	E12440	24	0.7741935483870968
0	SemSearch_LS-1	E15245	0	0.0
0	SemSearch_LS-1	E4769	0	0.0
0	SemSearch_LS-1	E6187	2	0.06451612903225806
0	SemSearch_LS-1	E8914	0	0.0
0	SemSearch_LS-1	E14781	6	0.1935483870967742
0	SemSearch_LS-1	E11119	1	0.03225806451612903
