SemSearch_LS-1*Alan_Bean*country	Q0	USA	1
SemSearch_LS-1*Alan_Bean*born	Q0	March_15,_1932_(age81)	1
SemSearch_LS-1*Alan_Bean*astronaut/time_in_space	Q0	100305.0	1
SemSearch_LS-1*Alan_Bean*birth_place	Q0	Wheeler,_Texas	1
SemSearch_LS-1*Alan_Bean*date_of_birth	Q0	1932-03-15	1
SemSearch_LS-1*Alan_Bean*#_walks	Q0	1	1
SemSearch_LS-1*Alan_Bean*birth_year	Q0	1932	1
SemSearch_LS-1*Alan_Bean*date_of_ret	Q0	June_1981	1
SemSearch_LS-1*Alan_Bean*time_in_space	Q0	6018300.0	1
SemSearch_LS-1*Alan_Bean*insignia	Q0	40	1
SemSearch_LS-1*Alan_Bean*birth_date	Q0	1932-03-15	1
SemSearch_LS-1*Alan_Bean*homepage	Q0	http://www.jsc.nasa.gov/Bios/htmlbios/bean-al.html	1
SemSearch_LS-1*Alan_Bean*duration	Q0	2_hours_41_minutes	1
SemSearch_LS-1*Alan_Bean*age_at_first_step	Q0	37y_8m_4d	1
SemSearch_LS-1*Alan_Bean*place_of_birth	Q0	Wheeler,_Texas,_U.S.	1
SemSearch_LS-1*Alan_Bean*spacecraft	Q0	Skylab_SLM-2	1
SemSearch_LS-1*Alan_Bean*remarks	Q0	Replaced_the_film_on_the_solar_observatory_and_collected_the_Thermal_Coatings_Experiment_Panel_for_return_to_earth.	1
SemSearch_LS-1*Alan_Bean*spacewalks	Q0	Skylab_3	1
SemSearch_LS-1*Alan_Bean*nationality	Q0	United_States	1
SemSearch_LS-1*Alan_Shepard*born	Q0	November_18,_1923	1
SemSearch_LS-1*Alan_Shepard*astronaut/time_in_space	Q0	13017.0	1
SemSearch_LS-1*Alan_Shepard*died	Q0	July_21,_1998_(aged74)	1
SemSearch_LS-1*Alan_Shepard*date_of_birth	Q0	1923-11-18	1
SemSearch_LS-1*Alan_Shepard*birth_year	Q0	1923	1
SemSearch_LS-1*Alan_Shepard*date_of_ret	Q0	1974-08-01	1
SemSearch_LS-1*Alan_Shepard*time_in_space	Q0	781020.0	1
SemSearch_LS-1*Alan_Shepard*insignia	Q0	40	1
SemSearch_LS-1*Alan_Shepard*birth_date	Q0	1923-11-18	1
SemSearch_LS-1*Alan_Shepard*homepage	Q0	http://www.spaceacts.com/STARSHIP/seh/shepard.htm	1
SemSearch_LS-1*Alan_Shepard*duration	Q0	4_h,_47_min,_50_s	1
SemSearch_LS-1*Alan_Shepard*age_at_first_step	Q0	47y_2m_18d	1
SemSearch_LS-1*Alan_Shepard*place_of_birth	Q0	Derry,_New_Hampshire,_U.S.	1
SemSearch_LS-1*Alan_Shepard*spacecraft	Q0	Apollo_14	1
SemSearch_LS-1*Alan_Shepard*remarks	Q0	First_manned_sub-orbital_spaceflight,_first_American_in_space	1
SemSearch_LS-1*Alan_Shepard*nationality	Q0	United_States	1
SemSearch_LS-1*Buzz_Aldrin*country	Q0	USA	1
